"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-10","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2016-11","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2016-12","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2017-01","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-02","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-03","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-04","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-05","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-06","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.5","","","","1"
"2017-07","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2017-08","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2017-09","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2017-10","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2017-11","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2017-12","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2018-01","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-02","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-03","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-04","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-05","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-06","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-07","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-08","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-09","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-10","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-11","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2018-12","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.1","","","","1"
"2019-01","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-02","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-03","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-04","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-05","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-06","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.2","","","","1"
"2019-07","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2019-08","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2019-09","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2019-10","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2019-11","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2019-12","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-01","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-02","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-03","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-04","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-05","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-06","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.4","","","","1"
"2020-07","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2020-08","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2020-09","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2020-10","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2020-11","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2020-12","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2021-01","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2021-02","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
"2021-03","North Coast and Nechako, British Columbia","","Labour force","Standard error of year-over-year change","Persons","249","thousands","3","v1235065454","78.2.3","2.6","","","","1"
